id;date;x;y;domain_en;domain_fr;domain_nl;kind_en;kind_fr;kind_nl;action_en;action_fr;action_nl;action_amount;materials_en;materials_fr;materials_nl;municipality;nis_code;insee_code;gbif_code
920;15/12/2017;125082.68283362924;187082.56863953732;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;DENDERMONDE (BE);42006;;2439261
949;15/12/2017;91820.96560693365;203507.24778198544;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Chemical control=3, Bins and tubes=1, Follow-up=8;Produits chimiques=3, Tubes=1, Suivi=8;Chemische bestrijding=3, Bakken en buizen=1, Opvolging=8;ZOMERGEM (BE);44080;;2439261
947;15/12/2017;90814.58062436416;203670.9160520397;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Follow-up=8, Chemical control=7, Bins and tubes=1;Suivi=8, Produits chimiques=7, Tubes=1;Opvolging=8, Chemische bestrijding=7, Bakken en buizen=1;ZOMERGEM (BE);44080;;2439261
921;15/12/2017;126035.65438258307;188474.63794726878;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;DENDERMONDE (BE);42006;;2439261
943;15/12/2017;90266.77742173692;204508.19308522716;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Follow-up=7, Bins and tubes=1, Chemical control=5;Suivi=7, Tubes=1, Produits chimiques=5;Opvolging=7, Bakken en buizen=1, Chemische bestrijding=5;MALDEGEM (BE);43010;;2439261
942;15/12/2017;90769.58417814082;204969.77295846678;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Bins and tubes=1, Chemical control=6, Follow-up=8;Tubes=1, Produits chimiques=6, Suivi=8;Bakken en buizen=1, Chemische bestrijding=6, Opvolging=8;MALDEGEM (BE);43010;;2439261
922;15/12/2017;126382.44884562575;189302.38485322427;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;DENDERMONDE (BE);42006;;2439261
939;15/12/2017;91845.01899524844;205315.94163112342;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Follow-up=8, Bins and tubes=1, Chemical control=6;Suivi=8, Tubes=1, Produits chimiques=6;Opvolging=8, Bakken en buizen=1, Chemische bestrijding=6;ZOMERGEM (BE);44080;;2439261
923;15/12/2017;126367.04628481684;189322.81283817254;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;DENDERMONDE (BE);42006;;2439261
938;15/12/2017;92427.67080790737;205759.26493522152;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Bins and tubes=1, Chemical control=5, Follow-up=8;Tubes=1, Produits chimiques=5, Suivi=8;Bakken en buizen=1, Chemische bestrijding=5, Opvolging=8;ZOMERGEM (BE);44080;;2439261
937;15/12/2017;91506.46020019846;204952.50769081246;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Bins and tubes=1, Chemical control=4, Follow-up=8;Tubes=1, Produits chimiques=4, Suivi=8;Bakken en buizen=1, Chemische bestrijding=4, Opvolging=8;ZOMERGEM (BE);44080;;2439261
924;15/12/2017;127766.78694220571;188474.45701232925;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;DENDERMONDE (BE);42006;;2439261
935;15/12/2017;91144.05642205461;204724.63396457396;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Catch;Capturé;Gevangen;22;Chemical control=4, Bins and tubes=1, Follow-up=12;Produits chimiques=4, Tubes=1, Suivi=12;Chemische bestrijding=4, Bakken en buizen=1, Opvolging=12;ZOMERGEM (BE);44080;;2439261
934;15/12/2017;91111.89678271847;204663.6055084439;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Chemical control=4, Bins and tubes=1, Follow-up=8;Produits chimiques=4, Tubes=1, Suivi=8;Chemische bestrijding=4, Bakken en buizen=1, Opvolging=8;ZOMERGEM (BE);44080;;2439261
925;15/12/2017;128439.0927309272;187275.22315062862;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=7;Tubes=1, Suivi=8, Produits chimiques=7;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=7;DENDERMONDE (BE);42006;;2439261
926;15/12/2017;128879.8068719515;187126.5997406058;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=6, Follow-up=8;Tubes=1, Produits chimiques=6, Suivi=8;Bakken en buizen=1, Chemische bestrijding=6, Opvolging=8;DENDERMONDE (BE);42006;;2439261
930;15/12/2017;91963.42112389994;204207.07267356478;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Chemical control=4, Follow-up=8, Bins and tubes=1;Produits chimiques=4, Suivi=8, Tubes=1;Chemische bestrijding=4, Opvolging=8, Bakken en buizen=1;ZOMERGEM (BE);44080;;2439261
929;15/12/2017;92267.98190459912;204203.3598470213;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;;;;;Bins and tubes=1, Chemical control=4, Follow-up=8;Tubes=1, Produits chimiques=4, Suivi=8;Bakken en buizen=1, Chemische bestrijding=4, Opvolging=8;ZOMERGEM (BE);44080;;2439261
956;15/12/2017;129009.18092218785;188450.6157663837;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Chemical control=8, Follow-up=8, Bins and tubes=1;Produits chimiques=8, Suivi=8, Tubes=1;Chemische bestrijding=8, Opvolging=8, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
959;15/12/2017;104648.43073403666;210298.09659071732;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=4, Follow-up=7;Tubes=1, Produits chimiques=4, Suivi=7;Bakken en buizen=1, Chemische bestrijding=4, Opvolging=7;ASSENEDE (BE);43002;;2439261
961;15/12/2017;132095.980419118;191629.78625805676;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Chemical control=7, Follow-up=7, Bins and tubes=1;Produits chimiques=7, Suivi=7, Tubes=1;Chemische bestrijding=7, Opvolging=7, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
962;15/12/2017;132624.37145958652;191502.5697882166;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=7, Chemical control=7, Bins and tubes=1;Suivi=7, Produits chimiques=7, Tubes=1;Opvolging=7, Chemische bestrijding=7, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
963;15/12/2017;132250.75260795894;191090.37414227426;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=7, Chemical control=6, Bins and tubes=1;Suivi=7, Produits chimiques=6, Tubes=1;Opvolging=7, Chemische bestrijding=6, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
964;15/12/2017;132828.39788331994;190407.29736277554;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;DENDERMONDE (BE);42006;;2439261
965;18/12/2017;130677.04209111632;182532.96282237396;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Chemical control=6, Bins and tubes=1, Follow-up=8;Produits chimiques=6, Tubes=1, Suivi=8;Chemische bestrijding=6, Bakken en buizen=1, Opvolging=8;AALST (BE);41002;;2439261
966;18/12/2017;130655.73497723142;182564.71302267443;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Chemical control=5, Bins and tubes=1, Follow-up=8;Produits chimiques=5, Tubes=1, Suivi=8;Chemische bestrijding=5, Bakken en buizen=1, Opvolging=8;AALST (BE);41002;;2439261
967;18/12/2017;132169.87293658455;181650.67492323276;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=7, Bins and tubes=1, Chemical control=7;Suivi=7, Tubes=1, Produits chimiques=7;Opvolging=7, Bakken en buizen=1, Chemische bestrijding=7;AALST (BE);41002;;2439261
968;18/12/2017;132039.56830109263;182041.70053491276;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=6, Follow-up=6;Tubes=1, Produits chimiques=6, Suivi=6;Bakken en buizen=1, Chemische bestrijding=6, Opvolging=6;AALST (BE);41002;;2439261
969;18/12/2017;138660.4903036015;213716.82387042698;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Chemical control=7, Bins and tubes=1, Follow-up=8;Produits chimiques=7, Tubes=1, Suivi=8;Chemische bestrijding=7, Bakken en buizen=1, Opvolging=8;BEVEREN (BE);46003;;2439261
972;18/12/2017;131963.83659726093;181964.95746990573;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=7, Chemical control=7, Bins and tubes=1;Suivi=7, Produits chimiques=7, Tubes=1;Opvolging=7, Chemische bestrijding=7, Bakken en buizen=1;AALST (BE);41002;;2439261
973;18/12/2017;129056.50720461312;181268.21703348774;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Chemical control=8, Bins and tubes=1;Suivi=8, Produits chimiques=8, Tubes=1;Opvolging=8, Chemische bestrijding=8, Bakken en buizen=1;AALST (BE);41002;;2439261
974;18/12/2017;129308.6521761878;179173.97286000755;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Bins and tubes=1, Chemical control=6;Suivi=8, Tubes=1, Produits chimiques=6;Opvolging=8, Bakken en buizen=1, Chemische bestrijding=6;AALST (BE);41002;;2439261
1003;18/12/2017;141596.66518053532;213491.04405985028;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;BEVEREN (BE);46003;;2439261
1002;18/12/2017;141688.4906607369;213224.2404502174;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;0;Bins and tubes=1, Follow-up=8, Chemical control=7;Tubes=1, Suivi=8, Produits chimiques=7;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=7;BEVEREN (BE);46003;;2439261
975;18/12/2017;129437.01884290266;178963.73855654243;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Bins and tubes=1, Chemical control=8;Suivi=8, Tubes=1, Produits chimiques=8;Opvolging=8, Bakken en buizen=1, Chemische bestrijding=8;AALST (BE);41002;;2439261
1001;18/12/2017;141774.0384493803;212992.84998776112;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;0;Bins and tubes=1, Chemical control=7, Follow-up=8;Tubes=1, Produits chimiques=7, Suivi=8;Bakken en buizen=1, Chemische bestrijding=7, Opvolging=8;BEVEREN (BE);46003;;2439261
976;18/12/2017;129630.23878638187;178580.63764135074;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;AALST (BE);41002;;2439261
977;18/12/2017;129637.00833248899;177175.28160888795;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;AALST (BE);41002;;2439261
978;18/12/2017;125822.9031039941;178229.8048142409;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;AALST (BE);41002;;2439261
979;18/12/2017;125560.75158011715;178069.22935882863;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Chemical control=5, Bins and tubes=1;Suivi=8, Produits chimiques=5, Tubes=1;Opvolging=8, Chemische bestrijding=5, Bakken en buizen=1;AALST (BE);41002;;2439261
981;18/12/2017;125334.53790692375;178560.79971049353;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Chemical control=8, Bins and tubes=1, Follow-up=8;Produits chimiques=8, Tubes=1, Suivi=8;Chemische bestrijding=8, Bakken en buizen=1, Opvolging=8;AALST (BE);41002;;2439261
980;18/12/2017;124934.55034538731;179335.92714718264;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;AALST (BE);41002;;2439261
982;18/12/2017;124056.10718851232;179488.35496183857;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;AALST (BE);41002;;2439261
984;18/12/2017;125351.74457774422;179611.16592814494;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=7;Tubes=1, Suivi=8, Produits chimiques=7;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=7;AALST (BE);41002;;2439261
983;18/12/2017;125223.02880380192;179683.03732768726;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Bins and tubes=1, Chemical control=8;Suivi=8, Tubes=1, Produits chimiques=8;Opvolging=8, Bakken en buizen=1, Chemische bestrijding=8;AALST (BE);41002;;2439261
985;18/12/2017;125795.88624327275;180222.58355008438;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;AALST (BE);41002;;2439261
986;18/12/2017;125922.66850556925;179802.13898697123;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;1;Chemical control=6, Bins and tubes=1, Follow-up=8;Produits chimiques=6, Tubes=1, Suivi=8;Chemische bestrijding=6, Bakken en buizen=1, Opvolging=8;AALST (BE);41002;;2439261
987;18/12/2017;126016.04253834218;179135.57835968118;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=8, Follow-up=8;Tubes=1, Produits chimiques=8, Suivi=8;Bakken en buizen=1, Chemische bestrijding=8, Opvolging=8;AALST (BE);41002;;2439261
988;18/12/2017;126773.1272769579;179907.58009999432;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=7, Follow-up=8;Tubes=1, Produits chimiques=7, Suivi=8;Bakken en buizen=1, Chemische bestrijding=7, Opvolging=8;AALST (BE);41002;;2439261
998;18/12/2017;141184.27264388464;212342.13731769752;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;0;Chemical control=7, Follow-up=8, Bins and tubes=1;Produits chimiques=7, Suivi=8, Tubes=1;Chemische bestrijding=7, Opvolging=8, Bakken en buizen=1;BEVEREN (BE);46003;;2439261
997;18/12/2017;140652.87211010954;211672.33010252286;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Follow-up=8, Chemical control=8, Bins and tubes=1;Suivi=8, Produits chimiques=8, Tubes=1;Opvolging=8, Chemische bestrijding=8, Bakken en buizen=1;BEVEREN (BE);46003;;2439261
1007;18/12/2017;127984.87623180047;185534.25333416183;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Chemical control=8, Bins and tubes=1;Suivi=8, Produits chimiques=8, Tubes=1;Opvolging=8, Chemische bestrijding=8, Bakken en buizen=1;AALST (BE);41002;;2439261
991;18/12/2017;125578.80002739276;181818.92307830323;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=5, Follow-up=8;Tubes=1, Produits chimiques=5, Suivi=8;Bakken en buizen=1, Chemische bestrijding=5, Opvolging=8;AALST (BE);41002;;2439261
992;18/12/2017;124663.94204231184;181847.02723475173;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;AALST (BE);41002;;2439261
996;18/12/2017;137294.497991291;211736.6430442389;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;2;Follow-up=8, Chemical control=7, Bins and tubes=1;Suivi=8, Produits chimiques=7, Tubes=1;Opvolging=8, Chemische bestrijding=7, Bakken en buizen=1;BEVEREN (BE);46003;;2439261
994;18/12/2017;137092.86313268566;211688.44264030177;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Chemical control=6, Bins and tubes=1, Follow-up=8;Produits chimiques=6, Tubes=1, Suivi=8;Chemische bestrijding=6, Bakken en buizen=1, Opvolging=8;BEVEREN (BE);46003;;2439261
1008;18/12/2017;136182.3355315176;212334.9229687471;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Bins and tubes=1, Follow-up=2;Tubes=1, Suivi=2;Bakken en buizen=1, Opvolging=2;BEVEREN (BE);46003;;2439261
2166;18/12/2017;128168.9135410072;185029.79262683913;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Chemical control=6, Follow-up=8;Tubes=1, Produits chimiques=6, Suivi=8;Bakken en buizen=1, Chemische bestrijding=6, Opvolging=8;AALST (BE);41002;;2439261
1015;18/12/2017;135883.3727603879;213344.33204515744;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Chemical control=4, Follow-up=8, Bins and tubes=1;Produits chimiques=4, Suivi=8, Tubes=1;Chemische bestrijding=4, Opvolging=8, Bakken en buizen=1;BEVEREN (BE);46003;;2439261
1010;18/12/2017;140120.37640081387;210777.15724123456;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Follow-up=8, Chemical control=7, Bins and tubes=1;Suivi=8, Produits chimiques=7, Tubes=1;Opvolging=8, Chemische bestrijding=7, Bakken en buizen=1;BEVEREN (BE);46003;;2439261
1024;19/12/2017;91906.970440127;184802.06670353375;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Bins and tubes=1, Follow-up=8, Chemical control=8;Tubes=1, Suivi=8, Produits chimiques=8;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=8;DEINZE (BE);44011;;2439261
1025;19/12/2017;92538.71993098485;185108.8253868157;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Volume;Quantité;Hoeveelheid;1;Chemical control=2, Bins and tubes=1, Follow-up=4;Produits chimiques=2, Tubes=1, Suivi=4;Chemische bestrijding=2, Bakken en buizen=1, Opvolging=4;DEINZE (BE);44011;;2439261
1021;19/12/2017;134414.58106400832;191588.66784479283;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Chemical control=8, Bins and tubes=1;Suivi=8, Produits chimiques=8, Tubes=1;Opvolging=8, Chemische bestrijding=8, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
1022;19/12/2017;134549.53843084764;191675.80776907038;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Chemical control=8, Bins and tubes=1;Suivi=8, Produits chimiques=8, Tubes=1;Opvolging=8, Chemische bestrijding=8, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
1026;19/12/2017;131277.94451585333;190653.30813212134;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=5;Tubes=1, Suivi=8, Produits chimiques=5;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=5;DENDERMONDE (BE);42006;;2439261
1028;19/12/2017;130756.79983899136;190305.7071383698;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Follow-up=8, Chemical control=5, Bins and tubes=1;Suivi=8, Produits chimiques=5, Tubes=1;Opvolging=8, Chemische bestrijding=5, Bakken en buizen=1;DENDERMONDE (BE);42006;;2439261
1030;19/12/2017;130029.10068598049;189992.2182235364;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=5;Tubes=1, Suivi=8, Produits chimiques=5;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=5;DENDERMONDE (BE);42006;;2439261
1032;19/12/2017;129915.1150880127;189934.02795615327;Animal;Animal;Dier;Brown rat;Rat gris;Bruine rat;Identified;Observé;Vastgesteld;0;Bins and tubes=1, Follow-up=8, Chemical control=7;Tubes=1, Suivi=8, Produits chimiques=7;Bakken en buizen=1, Opvolging=8, Chemische bestrijding=7;DENDERMONDE (BE);42006;;2439261
