id;date;x;y;domain_en;domain_fr;domain_nl;kind_en;kind_fr;kind_nl;action_en;action_fr;action_nl;action_amount;materials_en;materials_fr;materials_nl;municipality;nis_code;insee_code;gbif_code
19983;7/04/2020;108533.05068302355;166953.4701356087;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;BRAKEL (BE);45059;;5219858
19985;7/04/2020;107938.15719755634;166294.024006729;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
20113;14/04/2020;91912.08626645837;171393.08853052836;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
20112;14/04/2020;92432.29373304744;171446.7238057172;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
20110;14/04/2020;109892.42036851651;161551.33288248535;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;5;;;;BRAKEL (BE);45059;;5219858
20111;14/04/2020;90875.03790140295;170944.87118715607;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;WORTEGEM-PETEGEM (BE);45061;;5219858
20151;16/04/2020;93262.22725713332;157841.43787147198;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
20152;16/04/2020;108029.50695982316;160471.84819292184;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;BRAKEL (BE);45059;;5219858
20165;17/04/2020;112914.8009845794;161645.41677010152;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
20171;17/04/2020;112198.0631441852;161889.22371813748;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;GERAARDSBERGEN (BE);41018;;5219858
20230;21/04/2020;112829.61866822424;161476.3548465995;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;4;;;;GERAARDSBERGEN (BE);41018;;5219858
20226;21/04/2020;101167.06273098418;211694.83598126099;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;ASSENEDE (BE);43002;;5219858
20264;23/04/2020;93776.55495376364;157917.56504100095;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
20265;23/04/2020;93764.9031296591;157912.7840700997;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
20448;30/04/2020;98355.96506943557;160775.08148620557;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;RONSE (BE);45041;;5219858
20487;5/05/2020;113975.2404617058;162029.3721468132;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;2;;;;GERAARDSBERGEN (BE);41018;;5219858
20486;5/05/2020;114083.35418681282;162035.86135406047;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;GERAARDSBERGEN (BE);41018;;5219858
20659;12/05/2020;82171.18687082364;217572.49550128728;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;0;;;;;;;5219858
21020;26/05/2020;81932.11375274109;217847.4734700853;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;MALDEGEM (BE);43010;;5219858
21010;26/05/2020;107437.89659099074;170494.74473388307;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ZOTTEGEM (BE);41081;;5219858
21012;26/05/2020;107433.24428330586;170504.68330125604;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;ZOTTEGEM (BE);41081;;5219858
21209;11/06/2020;93266.63165720525;157836.72912687156;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;4;;;;;;;5219858
21214;11/06/2020;93299.29744688612;157867.04592014384;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;;;;5219858
21215;11/06/2020;93256.98340304694;157828.59029915743;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;3;;;;;;;5219858
21804;23/07/2020;107457.81274922931;170425.11079801992;Animal;Animal;Dier;Muskrat;Rat musqué;Muskusrat;Catch;Capturé;Gevangen;1;;;;BRAKEL (BE);45059;;5219858
